0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0.04557706	-0.054513086	-0.13063845	-0.35271376	0.27121896	0.23169123	0.105601646	0.22888264	0.21339925	-0.29549366	-0.22743617	-0.5550503	-0.23189418	0.0041220454	-0.09691066	-0.2574717	-0.15576524	0.08968512	-0.3051074	-0.3554922	0.05568878	0.21537372	0.28655234	-0.3872605	-0.027189171	0.5268684	-0.04293026	0.2168986	-0.20489532	0.34453112	-0.19068094	-0.08522052	-0.36209172	-0.1775515	-0.27743435	0.34481856	0.43475223	0.08168932	0.22062118	-0.034335006	0.3982174	0.3927104	0.1293406	-0.20708862	0.51460475	-0.059406944	0.240083	0.2278952	0.23599349	0.14544302
0.04378478	-0.05982061	-0.12574328	-0.346328	0.26472282	0.22274561	0.10627299	0.22756809	0.20559978	-0.28956437	-0.22048582	-0.54590255	-0.22433074	0.0017878652	-0.099040866	-0.25425604	-0.15506317	0.08667708	-0.30080387	-0.3478806	0.056424886	0.20872287	0.28405708	-0.3756037	-0.027652426	0.5143003	-0.042583123	0.21595663	-0.19831084	0.33898863	-0.19021034	-0.081202105	-0.34935308	-0.17098968	-0.27295098	0.33907345	0.427044	0.07675413	0.21721126	-0.035020594	0.3902727	0.38678953	0.12491119	-0.20230927	0.50210303	-0.06246507	0.23564653	0.2230317	0.2304623	0.14302868
0.050221696	-0.060090072	-0.1426753	-0.3906328	0.29848894	0.2537426	0.11501002	0.25790986	0.23808411	-0.3283395	-0.2514346	-0.6150454	-0.25726795	0.00740783	-0.10921742	-0.28810176	-0.17232086	0.09914891	-0.33603138	-0.39307123	0.062037233	0.23891345	0.32073784	-0.42379743	-0.03116246	0.5822372	-0.05261981	0.23985319	-0.22748964	0.38578013	-0.21439575	-0.09327403	-0.3971567	-0.19699752	-0.30873385	0.38043082	0.486566	0.08778268	0.24380575	-0.03643962	0.44126952	0.43410715	0.14383382	-0.23079589	0.57063043	-0.06789853	0.26702598	0.25441054	0.25994885	0.16012174
0.05254656	-0.072310194	-0.15599908	-0.442221	0.3401443	0.28688774	0.1230011	0.29089838	0.26221725	-0.37251353	-0.2903379	-0.70076126	-0.28974622	0.009110006	-0.12456145	-0.3176557	-0.20592533	0.115878105	-0.3658075	-0.43957278	0.06688321	0.26874882	0.36487913	-0.49285245	-0.043885794	0.66383135	-0.054491006	0.28392863	-0.25140476	0.4302126	-0.24028924	-0.111953996	-0.4479236	-0.21945183	-0.35381243	0.44598296	0.5516564	0.1029737	0.28523064	-0.043071408	0.50333637	0.48016736	0.15294711	-0.25607076	0.6486575	-0.07638979	0.3032375	0.29043	0.29977483	0.18304136
0.053380955	-0.06176191	-0.14580894	-0.3981038	0.3017663	0.2590544	0.11639632	0.26135638	0.2385732	-0.33142447	-0.2548814	-0.6256032	-0.25880113	0.0027382867	-0.107945986	-0.29189405	-0.17599952	0.100842394	-0.34281975	-0.39955536	0.0654061	0.23883766	0.32729602	-0.43261907	-0.032215327	0.5895496	-0.050138894	0.24347967	-0.2298865	0.38925314	-0.21516192	-0.094313875	-0.40618682	-0.19893497	-0.31104666	0.38702202	0.48940918	0.08850508	0.24781507	-0.034641318	0.44829482	0.44387582	0.14324935	-0.23447074	0.5799578	-0.06786935	0.26806116	0.2564047	0.26549733	0.16167955
0.051919423	-0.06633708	-0.15805304	-0.4246251	0.3213508	0.27207458	0.12314969	0.27844775	0.2537802	-0.3592926	-0.27724162	-0.6665486	-0.27375117	0.009258043	-0.118110076	-0.30808598	-0.1967597	0.109669074	-0.35671654	-0.4190382	0.06456778	0.2552127	0.34620598	-0.4643737	-0.03772048	0.62821096	-0.05163832	0.26477543	-0.23868051	0.41461334	-0.23234014	-0.10953012	-0.4280217	-0.21372598	-0.33732486	0.42275447	0.5279636	0.09662658	0.2669679	-0.047046334	0.4750701	0.46395737	0.14886476	-0.24518481	0.6141377	-0.07658847	0.29154074	0.27972025	0.28354615	0.17979515
0.033575132	-0.05826361	-0.13716969	-0.34949267	0.26033092	0.22990625	0.10764627	0.23368779	0.21562633	-0.30751637	-0.23149617	-0.54466295	-0.21989012	0.010015971	-0.09477901	-0.25643882	-0.1717144	0.09912461	-0.28844845	-0.33964118	0.04666181	0.2059515	0.28629622	-0.37648746	-0.0387948	0.5138279	-0.04134893	0.2234824	-0.19538024	0.3447725	-0.19980322	-0.09806153	-0.3498384	-0.17774273	-0.28190327	0.35979888	0.43606892	0.08137039	0.22061369	-0.058143944	0.39618608	0.3804836	0.11310058	-0.1957518	0.50893027	-0.06900307	0.2430661	0.24275514	0.232497	0.15567094
0.05737139	-0.064575404	-0.15306304	-0.4125867	0.31515044	0.26709956	0.122523196	0.2710583	0.24421929	-0.3432913	-0.26686907	-0.6491578	-0.27058583	0.0030212558	-0.11269438	-0.30180115	-0.18294382	0.10353241	-0.35629076	-0.4185518	0.066299245	0.2516571	0.3347847	-0.4507263	-0.03307355	0.6135957	-0.054160032	0.25280225	-0.23830128	0.40353867	-0.2241703	-0.09823397	-0.4193361	-0.20777379	-0.32528204	0.40158144	0.5109091	0.0901329	0.25550386	-0.036526002	0.46498916	0.4592549	0.15001166	-0.24684371	0.6011977	-0.07116987	0.28016433	0.2640334	0.27408072	0.16876473
0.05573224	-0.06597518	-0.1552315	-0.42186132	0.32192233	0.27576143	0.12849462	0.27759337	0.25597444	-0.35330135	-0.2744789	-0.66710794	-0.277106	0.00410088	-0.118477	-0.31035703	-0.18817334	0.10924659	-0.3645739	-0.42757237	0.06771041	0.2537055	0.34910882	-0.46171656	-0.035287812	0.6292555	-0.054239046	0.25922027	-0.24677257	0.41619086	-0.23088787	-0.10396552	-0.42975	-0.21280889	-0.3324389	0.4166285	0.5250852	0.09341556	0.26582345	-0.042654883	0.4786775	0.4704024	0.15254384	-0.25120986	0.6162734	-0.072975144	0.28930616	0.2736741	0.28079212	0.17447534
0.038692214	-0.07812246	-0.16901492	-0.45814916	0.34264794	0.298385	0.13034692	0.30501318	0.27907446	-0.4040911	-0.3109776	-0.72148186	-0.29013428	0.016736623	-0.12684162	-0.3304462	-0.23627704	0.12916939	-0.3670656	-0.44406754	0.06056191	0.27248636	0.38139772	-0.5045806	-0.057151947	0.68227607	-0.05021455	0.30360344	-0.25117972	0.44880363	-0.2607869	-0.13498466	-0.45762393	-0.23441866	-0.3770269	0.48545092	0.57712793	0.10767347	0.3003325	-0.07236505	0.5199298	0.48600957	0.1410873	-0.25131044	0.6714721	-0.08976364	0.3261407	0.3218139	0.31523877	0.20613104
